"","Date","Open","High","Low","Close","Volume"
"1313",1953-04-06,317.6,317.6,317.6,317.6,NA
"1314",1953-04-07,315.5,315.5,315.5,315.5,NA
"1315",1953-04-08,313.87,313.87,313.87,313.87,NA
"1316",1953-04-09,320.3,320.3,320.3,320.3,NA
"1317",1953-04-10,318.33,318.33,318.33,318.33,NA
"1318",1953-04-11,316.49,316.49,316.49,316.49,NA
"1319",1953-04-13,316.45,316.45,316.45,316.45,NA
"1320",1953-04-14,320.04,320.04,320.04,320.04,NA
"1321",1953-04-15,333.65,333.65,333.65,333.65,NA
"1322",1953-04-16,355.03,355.03,355.03,355.03,NA
"1323",1953-04-17,349.85,349.85,349.85,349.85,NA
"1324",1953-04-18,353.66,353.66,353.66,353.66,NA
"1325",1953-04-20,345.12,345.12,345.12,345.12,NA
"1326",1953-04-21,339.66,339.66,339.66,339.66,NA
"1327",1953-04-22,335.97,335.97,335.97,335.97,NA
"1328",1953-04-23,335.72,335.72,335.72,335.72,NA
"1329",1953-04-24,334.89,334.89,334.89,334.89,NA
"1330",1953-04-25,340.32,340.32,340.32,340.32,NA
"1331",1953-04-27,338.25,338.25,338.25,338.25,NA
"1332",1953-04-28,342.19,342.19,342.19,342.19,NA
"1333",1953-04-30,339.37,339.37,339.37,339.37,NA
"1334",1953-05-01,345.29,345.29,345.29,345.29,NA
"1335",1953-05-02,348.32,348.32,348.32,348.32,NA
"1336",1953-05-04,355.94,355.94,355.94,355.94,NA
"1337",1953-05-06,366.69,366.69,366.69,366.69,NA
"1338",1953-05-07,365.49,365.49,365.49,365.49,NA
"1339",1953-05-08,364.13,364.13,364.13,364.13,NA
"1340",1953-05-09,362.03,362.03,362.03,362.03,NA
"1341",1953-05-11,359.56,359.56,359.56,359.56,NA
"1342",1953-05-12,361.7,361.7,361.7,361.7,NA
"1343",1953-05-13,360.08,360.08,360.08,360.08,NA
"1344",1953-05-14,359.62,359.62,359.62,359.62,NA
"1345",1953-05-15,357.51,357.51,357.51,357.51,NA
"1346",1953-05-16,351.18,351.18,351.18,351.18,NA
"1347",1953-05-18,349.43,349.43,349.43,349.43,NA
"1348",1953-05-19,349.53,349.53,349.53,349.53,NA
"1349",1953-05-20,350.88,350.88,350.88,350.88,NA
"1350",1953-05-21,350.15,350.15,350.15,350.15,NA
"1351",1953-05-22,348.8,348.8,348.8,348.8,NA
"1352",1953-05-23,348.19,348.19,348.19,348.19,NA
"1353",1953-05-25,345.46,345.46,345.46,345.46,NA
"1354",1953-05-26,337.7,337.7,337.7,337.7,NA
"1355",1953-05-27,335.63,335.63,335.63,335.63,NA
"1356",1953-05-28,335.05,335.05,335.05,335.05,NA
"1357",1953-05-29,333.59,333.59,333.59,333.59,NA
"1358",1953-05-30,331.13,331.13,331.13,331.13,NA
"1359",1953-06-01,329.34,329.34,329.34,329.34,NA
"1360",1953-06-02,323.64,323.64,323.64,323.64,NA
"1361",1953-06-03,321.79,321.79,321.79,321.79,NA
"1362",1953-06-04,327.99,327.99,327.99,327.99,NA
"1363",1953-06-05,324.15,324.15,324.15,324.15,NA
"1364",1953-06-06,327.07,327.07,327.07,327.07,NA
"1365",1953-06-08,335.34,335.34,335.34,335.34,NA
"1366",1953-06-09,338.92,338.92,338.92,338.92,NA
"1367",1953-06-10,341.1,341.1,341.1,341.1,NA
"1368",1953-06-11,343.36,343.36,343.36,343.36,NA
"1369",1953-06-12,347.86,347.86,347.86,347.86,NA
"1370",1953-06-13,354.32,354.32,354.32,354.32,NA
"1371",1953-06-15,350.35,350.35,350.35,350.35,NA
"1372",1953-06-16,345.36,345.36,345.36,345.36,NA
"1373",1953-06-17,343.59,343.59,343.59,343.59,NA
"1374",1953-06-18,344.3,344.3,344.3,344.3,NA
"1375",1953-06-19,346.79,346.79,346.79,346.79,NA
"1376",1953-06-20,348.86,348.86,348.86,348.86,NA
"1377",1953-06-22,348.78,348.78,348.78,348.78,NA
"1378",1953-06-23,345.59,345.59,345.59,345.59,NA
"1379",1953-06-24,344.8,344.8,344.8,344.8,NA
"1380",1953-06-25,341.48,341.48,341.48,341.48,NA
"1381",1953-06-26,340.05,340.05,340.05,340.05,NA
"1382",1953-06-27,343.45,343.45,343.45,343.45,NA
"1383",1953-06-29,344.41,344.41,344.41,344.41,NA
"1384",1953-06-30,346.27,346.27,346.27,346.27,NA
"1385",1953-07-01,347.76,347.76,347.76,347.76,NA
"1386",1953-07-02,349.2,349.2,349.2,349.2,NA
"1387",1953-07-03,348.2,348.2,348.2,348.2,NA
"1388",1953-07-04,347.32,347.32,347.32,347.32,NA
"1389",1953-07-06,346.87,346.87,346.87,346.87,NA
"1390",1953-07-07,345.21,345.21,345.21,345.21,NA
"1391",1953-07-08,345.57,345.57,345.57,345.57,NA
"1392",1953-07-09,348.08,348.08,348.08,348.08,NA
"1393",1953-07-10,348.64,348.64,348.64,348.64,NA
"1394",1953-07-11,350.75,350.75,350.75,350.75,NA
"1395",1953-07-13,355.02,355.02,355.02,355.02,NA
"1396",1953-07-14,356.75,356.75,356.75,356.75,NA
"1397",1953-07-15,364.07,364.07,364.07,364.07,NA
"1398",1953-07-16,365.46,365.46,365.46,365.46,NA
"1399",1953-07-17,361.83,361.83,361.83,361.83,NA
"1400",1953-07-18,363.43,363.43,363.43,363.43,NA
"1401",1953-07-20,360.41,360.41,360.41,360.41,NA
"1402",1953-07-21,359.14,359.14,359.14,359.14,NA
"1403",1953-07-22,356.87,356.87,356.87,356.87,NA
"1404",1953-07-23,359.45,359.45,359.45,359.45,NA
"1405",1953-07-24,361.39,361.39,361.39,361.39,NA
"1406",1953-07-25,363.01,363.01,363.01,363.01,NA
"1407",1953-07-27,367.1,367.1,367.1,367.1,NA
"1408",1953-07-28,371.46,371.46,371.46,371.46,NA
"1409",1953-07-29,380.6,380.6,380.6,380.6,NA
"1410",1953-07-30,381.32,381.32,381.32,381.32,NA
"1411",1953-07-31,386.13,386.13,386.13,386.13,NA
"1412",1953-08-01,392.36,392.36,392.36,392.36,NA
"1413",1953-08-03,397.08,397.08,397.08,397.08,NA
"1414",1953-08-04,393.97,393.97,393.97,393.97,NA
"1415",1953-08-05,400.31,400.31,400.31,400.31,NA
"1416",1953-08-06,401.07,401.07,401.07,401.07,NA
"1417",1953-08-07,400.88,400.88,400.88,400.88,NA
"1418",1953-08-08,398.88,398.88,398.88,398.88,NA
"1419",1953-08-10,390.44,390.44,390.44,390.44,NA
"1420",1953-08-11,390.96,390.96,390.96,390.96,NA
"1421",1953-08-12,397.19,397.19,397.19,397.19,NA
"1422",1953-08-13,394.23,394.23,394.23,394.23,NA
"1423",1953-08-14,391.71,391.71,391.71,391.71,NA
"1424",1953-08-15,392.11,392.11,392.11,392.11,NA
"1425",1953-08-17,393.58,393.58,393.58,393.58,NA
"1426",1953-08-18,397.13,397.13,397.13,397.13,NA
"1427",1953-08-19,404.81,404.81,404.81,404.81,NA
"1428",1953-08-20,405.57,405.57,405.57,405.57,NA
"1429",1953-08-21,403.89,403.89,403.89,403.89,NA
"1430",1953-08-22,408.58,408.58,408.58,408.58,NA
"1431",1953-08-24,416.05,416.05,416.05,416.05,NA
"1432",1953-08-25,412.4,412.4,412.4,412.4,NA
"1433",1953-08-26,415.15,415.15,415.15,415.15,NA
"1434",1953-08-27,413.14,413.14,413.14,413.14,NA
"1435",1953-08-28,415.9,415.9,415.9,415.9,NA
"1436",1953-08-29,413.59,413.59,413.59,413.59,NA
"1437",1953-08-31,409.47,409.47,409.47,409.47,NA
"1438",1953-09-01,406.94,406.94,406.94,406.94,NA
"1439",1953-09-02,414.42,414.42,414.42,414.42,NA
"1440",1953-09-03,418.05,418.05,418.05,418.05,NA
"1441",1953-09-04,425.58,425.58,425.58,425.58,NA
"1442",1953-09-05,425.94,425.94,425.94,425.94,NA
"1443",1953-09-07,433.38,433.38,433.38,433.38,NA
"1444",1953-09-08,435.23,435.23,435.23,435.23,NA
"1445",1953-09-09,431.81,431.81,431.81,431.81,NA
"1446",1953-09-10,433.92,433.92,433.92,433.92,NA
"1447",1953-09-11,436.99,436.99,436.99,436.99,NA
"1448",1953-09-12,437.67,437.67,437.67,437.67,NA
"1449",1953-09-14,432.41,432.41,432.41,432.41,NA
"1450",1953-09-15,429.98,429.98,429.98,429.98,NA
"1451",1953-09-16,416.65,416.65,416.65,416.65,NA
"1452",1953-09-17,420.48,420.48,420.48,420.48,NA
"1453",1953-09-18,420.99,420.99,420.99,420.99,NA
"1454",1953-09-19,423.89,423.89,423.89,423.89,NA
"1455",1953-09-21,426.68,426.68,426.68,426.68,NA
"1456",1953-09-22,428.97,428.97,428.97,428.97,NA
"1457",1953-09-24,432.92,432.92,432.92,432.92,NA
"1458",1953-09-25,429.5,429.5,429.5,429.5,NA
"1459",1953-09-26,435.73,435.73,435.73,435.73,NA
"1460",1953-09-28,442.02,442.02,442.02,442.02,NA
"1461",1953-09-29,448.77,448.77,448.77,448.77,NA
"1462",1953-09-30,450.87,450.87,450.87,450.87,NA
"1463",1953-10-01,448.75,448.75,448.75,448.75,NA
"1464",1953-10-02,449.01,449.01,449.01,449.01,NA
"1465",1953-10-03,448.64,448.64,448.64,448.64,NA
"1466",1953-10-05,442.54,442.54,442.54,442.54,NA
"1467",1953-10-06,444.09,444.09,444.09,444.09,NA
"1468",1953-10-07,442.16,442.16,442.16,442.16,NA
"1469",1953-10-08,439.03,439.03,439.03,439.03,NA
"1470",1953-10-09,442.49,442.49,442.49,442.49,NA
"1471",1953-10-10,443.5,443.5,443.5,443.5,NA
"1472",1953-10-12,440.19,440.19,440.19,440.19,NA
"1473",1953-10-13,439.79,439.79,439.79,439.79,NA
"1474",1953-10-14,442.05,442.05,442.05,442.05,NA
"1475",1953-10-15,439.95,439.95,439.95,439.95,NA
"1476",1953-10-16,432.54,432.54,432.54,432.54,NA
"1477",1953-10-17,431.94,431.94,431.94,431.94,NA
"1478",1953-10-19,429.04,429.04,429.04,429.04,NA
"1479",1953-10-20,421.12,421.12,421.12,421.12,NA
"1480",1953-10-21,424.93,424.93,424.93,424.93,NA
"1481",1953-10-22,429.02,429.02,429.02,429.02,NA
"1482",1953-10-23,431.2,431.2,431.2,431.2,NA
"1483",1953-10-24,431.97,431.97,431.97,431.97,NA
"1484",1953-10-26,424.49,424.49,424.49,424.49,NA
"1485",1953-10-27,424.33,424.33,424.33,424.33,NA
"1486",1953-10-28,429.13,429.13,429.13,429.13,NA
"1487",1953-10-29,427.54,427.54,427.54,427.54,NA
"1488",1953-10-30,427.68,427.68,427.68,427.68,NA
"1489",1953-10-31,434.79,434.79,434.79,434.79,NA
"1490",1953-11-02,440.19,440.19,440.19,440.19,NA
"1491",1953-11-04,438.98,438.98,438.98,438.98,NA
"1492",1953-11-05,436.61,436.61,436.61,436.61,NA
"1493",1953-11-06,433.26,433.26,433.26,433.26,NA
"1494",1953-11-07,433.09,433.09,433.09,433.09,NA
"1495",1953-11-09,429.57,429.57,429.57,429.57,NA
"1496",1953-11-10,429.17,429.17,429.17,429.17,NA
"1497",1953-11-11,428.74,428.74,428.74,428.74,NA
"1498",1953-11-12,432.25,432.25,432.25,432.25,NA
"1499",1953-11-13,432.05,432.05,432.05,432.05,NA
"1500",1953-11-14,431.01,431.01,431.01,431.01,NA
"1501",1953-11-16,421.98,421.98,421.98,421.98,NA
"1502",1953-11-17,423.36,423.36,423.36,423.36,NA
"1503",1953-11-18,418.26,418.26,418.26,418.26,NA
"1504",1953-11-19,419.07,419.07,419.07,419.07,NA
"1505",1953-11-20,418.85,418.85,418.85,418.85,NA
"1506",1953-11-21,417.79,417.79,417.79,417.79,NA
"1507",1953-11-24,414.12,414.12,414.12,414.12,NA
"1508",1953-11-25,407.44,407.44,407.44,407.44,NA
"1509",1953-11-26,414.49,414.49,414.49,414.49,NA
"1510",1953-11-27,420.39,420.39,420.39,420.39,NA
"1511",1953-11-28,423.93,423.93,423.93,423.93,NA
"1512",1953-11-30,423.06,423.06,423.06,423.06,NA
"1513",1953-12-01,420.91,420.91,420.91,420.91,NA
"1514",1953-12-02,421.74,421.74,421.74,421.74,NA
"1515",1953-12-03,420.35,420.35,420.35,420.35,NA
"1516",1953-12-04,420.14,420.14,420.14,420.14,NA
"1517",1953-12-05,418.36,418.36,418.36,418.36,NA
"1518",1953-12-07,415.66,415.66,415.66,415.66,NA
"1519",1953-12-08,415.86,415.86,415.86,415.86,NA
"1520",1953-12-09,417.83,417.83,417.83,417.83,NA
"1521",1953-12-10,417.55,417.55,417.55,417.55,NA
"1522",1953-12-11,417.72,417.72,417.72,417.72,NA
"1523",1953-12-12,420,420,420,420,NA
"1524",1953-12-14,420.65,420.65,420.65,420.65,NA
"1525",1953-12-15,417.68,417.68,417.68,417.68,NA
"1526",1953-12-16,415.44,415.44,415.44,415.44,NA
"1527",1953-12-17,410.94,410.94,410.94,410.94,NA
"1528",1953-12-18,407.9,407.9,407.9,407.9,NA
"1529",1953-12-19,407,407,407,407,NA
"1530",1953-12-21,402.15,402.15,402.15,402.15,NA
"1531",1953-12-22,403,403,403,403,NA
"1532",1953-12-23,405.23,405.23,405.23,405.23,NA
"1533",1953-12-24,402.98,402.98,402.98,402.98,NA
"1534",1953-12-25,397.18,397.18,397.18,397.18,NA
"1535",1953-12-26,391.19,391.19,391.19,391.19,NA
"1536",1953-12-28,377.95,377.95,377.95,377.95,NA
"1537",1954-01-04,362.88,362.88,362.88,362.88,NA
"1538",1954-01-05,363.24,363.24,363.24,363.24,NA
"1539",1954-01-06,363.82,363.82,363.82,363.82,NA
"1540",1954-01-07,366.31,366.31,366.31,366.31,NA
"1541",1954-01-08,375.22,375.22,375.22,375.22,NA
"1542",1954-01-09,374.43,374.43,374.43,374.43,NA
"1543",1954-01-11,377.27,377.27,377.27,377.27,NA
"1544",1954-01-12,375.19,375.19,375.19,375.19,NA
"1545",1954-01-13,370.93,370.93,370.93,370.93,NA
"1546",1954-01-14,363.38,363.38,363.38,363.38,NA
"1547",1954-01-16,360.8,360.8,360.8,360.8,NA
"1548",1954-01-18,359.73,359.73,359.73,359.73,NA
"1549",1954-01-19,356.96,356.96,356.96,356.96,NA
"1550",1954-01-20,352.69,352.69,352.69,352.69,NA
"1551",1954-01-21,351.07,351.07,351.07,351.07,NA
"1552",1954-01-22,350.04,350.04,350.04,350.04,NA
"1553",1954-01-23,352.3,352.3,352.3,352.3,NA
"1554",1954-01-25,354.54,354.54,354.54,354.54,NA
"1555",1954-01-26,357.58,357.58,357.58,357.58,NA
"1556",1954-01-27,360.1,360.1,360.1,360.1,NA
"1557",1954-01-28,358.04,358.04,358.04,358.04,NA
"1558",1954-01-29,355.19,355.19,355.19,355.19,NA
"1559",1954-01-30,352.66,352.66,352.66,352.66,NA
"1560",1954-02-01,354.5,354.5,354.5,354.5,NA
"1561",1954-02-02,357.71,357.71,357.71,357.71,NA
"1562",1954-02-03,356.17,356.17,356.17,356.17,NA
"1563",1954-02-04,357.19,357.19,357.19,357.19,NA
"1564",1954-02-05,356.75,356.75,356.75,356.75,NA
"1565",1954-02-06,359.23,359.23,359.23,359.23,NA
"1566",1954-02-08,362.03,362.03,362.03,362.03,NA
"1567",1954-02-09,366.36,366.36,366.36,366.36,NA
"1568",1954-02-10,367.32,367.32,367.32,367.32,NA
"1569",1954-02-11,369.38,369.38,369.38,369.38,NA
"1570",1954-02-12,368.18,368.18,368.18,368.18,NA
"1571",1954-02-13,367.41,367.41,367.41,367.41,NA
"1572",1954-02-15,365.66,365.66,365.66,365.66,NA
"1573",1954-02-16,366.75,366.75,366.75,366.75,NA
"1574",1954-02-17,367.09,367.09,367.09,367.09,NA
"1575",1954-02-18,366,366,366,366,NA
"1576",1954-02-19,362.38,362.38,362.38,362.38,NA
"1577",1954-02-20,359.76,359.76,359.76,359.76,NA
"1578",1954-02-22,355.35,355.35,355.35,355.35,NA
"1579",1954-02-23,352.86,352.86,352.86,352.86,NA
"1580",1954-02-24,354.09,354.09,354.09,354.09,NA
"1581",1954-02-25,355.55,355.55,355.55,355.55,NA
"1582",1954-02-26,353.21,353.21,353.21,353.21,NA
"1583",1954-02-27,352.51,352.51,352.51,352.51,NA
"1584",1954-03-01,349.65,349.65,349.65,349.65,NA
"1585",1954-03-02,349.03,349.03,349.03,349.03,NA
"1586",1954-03-03,351.31,351.31,351.31,351.31,NA
"1587",1954-03-04,350.46,350.46,350.46,350.46,NA
"1588",1954-03-05,349.22,349.22,349.22,349.22,NA
"1589",1954-03-06,349.2,349.2,349.2,349.2,NA
"1590",1954-03-08,348.9,348.9,348.9,348.9,NA
"1591",1954-03-09,347.94,347.94,347.94,347.94,NA
"1592",1954-03-10,345.16,345.16,345.16,345.16,NA
"1593",1954-03-11,340.83,340.83,340.83,340.83,NA
"1594",1954-03-12,340.17,340.17,340.17,340.17,NA
"1595",1954-03-13,341.11,341.11,341.11,341.11,NA
"1596",1954-03-15,338.75,338.75,338.75,338.75,NA
"1597",1954-03-16,334.32,334.32,334.32,334.32,NA
"1598",1954-03-17,329.76,329.76,329.76,329.76,NA
"1599",1954-03-18,327.82,327.82,327.82,327.82,NA
"1600",1954-03-19,319.99,319.99,319.99,319.99,NA
"1601",1954-03-20,319.26,319.26,319.26,319.26,NA
"1602",1954-03-22,314.08,314.08,314.08,314.08,NA
"1603",1954-03-23,320.89,320.89,320.89,320.89,NA
"1604",1954-03-24,332.44,332.44,332.44,332.44,NA
"1605",1954-03-25,332.24,332.24,332.24,332.24,NA
"1606",1954-03-26,333.76,333.76,333.76,333.76,NA
"1607",1954-03-27,333.34,333.34,333.34,333.34,NA
"1608",1954-03-29,329.39,329.39,329.39,329.39,NA
"1609",1954-03-30,324.18,324.18,324.18,324.18,NA
"1610",1954-03-31,322.99,322.99,322.99,322.99,NA
"1611",1954-04-01,322.69,322.69,322.69,322.69,NA
"1612",1954-04-02,317.79,317.79,317.79,317.79,NA
"1613",1954-04-03,318.64,318.64,318.64,318.64,NA
"1614",1954-04-05,317.62,317.62,317.62,317.62,NA
"1615",1954-04-06,316.22,316.22,316.22,316.22,NA
"1616",1954-04-07,318.25,318.25,318.25,318.25,NA
"1617",1954-04-08,323.93,323.93,323.93,323.93,NA
"1618",1954-04-09,327.85,327.85,327.85,327.85,NA
"1619",1954-04-10,327.83,327.83,327.83,327.83,NA
"1620",1954-04-12,326.56,326.56,326.56,326.56,NA
"1621",1954-04-13,328.16,328.16,328.16,328.16,NA
"1622",1954-04-14,327.18,327.18,327.18,327.18,NA
"1623",1954-04-15,325.91,325.91,325.91,325.91,NA
"1624",1954-04-16,327.55,327.55,327.55,327.55,NA
"1625",1954-04-17,327.81,327.81,327.81,327.81,NA
"1626",1954-04-19,330.13,330.13,330.13,330.13,NA
"1627",1954-04-20,335.65,335.65,335.65,335.65,NA
"1628",1954-04-21,339.3,339.3,339.3,339.3,NA
"1629",1954-04-22,343.17,343.17,343.17,343.17,NA
"1630",1954-04-23,351.53,351.53,351.53,351.53,NA
"1631",1954-04-24,348.53,348.53,348.53,348.53,NA
"1632",1954-04-26,347.03,347.03,347.03,347.03,NA
"1633",1954-04-27,351.67,351.67,351.67,351.67,NA
"1634",1954-04-28,351.52,351.52,351.52,351.52,NA
"1635",1954-04-30,345.63,345.63,345.63,345.63,NA
"1636",1954-05-01,344.78,344.78,344.78,344.78,NA
"1637",1954-05-04,344.3,344.3,344.3,344.3,NA
"1638",1954-05-06,338.44,338.44,338.44,338.44,NA
"1639",1954-05-07,337.91,337.91,337.91,337.91,NA
"1640",1954-05-08,336.55,336.55,336.55,336.55,NA
"1641",1954-05-10,333.9,333.9,333.9,333.9,NA
"1642",1954-05-11,332.78,332.78,332.78,332.78,NA
"1643",1954-05-12,331.69,331.69,331.69,331.69,NA
"1644",1954-05-13,331.18,331.18,331.18,331.18,NA
"1645",1954-05-14,327.43,327.43,327.43,327.43,NA
"1646",1954-05-15,326.59,326.59,326.59,326.59,NA
"1647",1954-05-17,325.37,325.37,325.37,325.37,NA
"1648",1954-05-18,323.92,323.92,323.92,323.92,NA
"1649",1954-05-19,323.99,323.99,323.99,323.99,NA
"1650",1954-05-20,325.47,325.47,325.47,325.47,NA
"1651",1954-05-21,324.84,324.84,324.84,324.84,NA
"1652",1954-05-22,323.05,323.05,323.05,323.05,NA
"1653",1954-05-24,320.84,320.84,320.84,320.84,NA
"1654",1954-05-25,321.06,321.06,321.06,321.06,NA
"1655",1954-05-26,321.38,321.38,321.38,321.38,NA
"1656",1954-05-27,321.83,321.83,321.83,321.83,NA
"1657",1954-05-28,321.96,321.96,321.96,321.96,NA
"1658",1954-05-29,325.48,325.48,325.48,325.48,NA
"1659",1954-05-31,325.82,325.82,325.82,325.82,NA
"1660",1954-06-01,326.39,326.39,326.39,326.39,NA
"1661",1954-06-02,324.69,324.69,324.69,324.69,NA
"1662",1954-06-03,325.03,325.03,325.03,325.03,NA
"1663",1954-06-04,323.68,323.68,323.68,323.68,NA
"1664",1954-06-05,323.44,323.44,323.44,323.44,NA
"1665",1954-06-07,322.75,322.75,322.75,322.75,NA
"1666",1954-06-08,325.41,325.41,325.41,325.41,NA
"1667",1954-06-09,324.84,324.84,324.84,324.84,NA
"1668",1954-06-10,327.49,327.49,327.49,327.49,NA
"1669",1954-06-11,327.33,327.33,327.33,327.33,NA
"1670",1954-06-12,328.66,328.66,328.66,328.66,NA
"1671",1954-06-14,334,334,334,334,NA
"1672",1954-06-15,336.88,336.88,336.88,336.88,NA
"1673",1954-06-16,344.5,344.5,344.5,344.5,NA
"1674",1954-06-17,342.82,342.82,342.82,342.82,NA
"1675",1954-06-18,343.21,343.21,343.21,343.21,NA
"1676",1954-06-19,347.37,347.37,347.37,347.37,NA
"1677",1954-06-21,347.88,347.88,347.88,347.88,NA
"1678",1954-06-22,343.66,343.66,343.66,343.66,NA
"1679",1954-06-23,345.13,345.13,345.13,345.13,NA
"1680",1954-06-24,345,345,345,345,NA
"1681",1954-06-25,342.73,342.73,342.73,342.73,NA
"1682",1954-06-26,341.92,341.92,341.92,341.92,NA
"1683",1954-06-28,343.42,343.42,343.42,343.42,NA
"1684",1954-06-29,343.63,343.63,343.63,343.63,NA
"1685",1954-06-30,348.09,348.09,348.09,348.09,NA
"1686",1954-07-01,352.86,352.86,352.86,352.86,NA
"1687",1954-07-02,352.26,352.26,352.26,352.26,NA
"1688",1954-07-03,352.1,352.1,352.1,352.1,NA
"1689",1954-07-05,352.27,352.27,352.27,352.27,NA
"1690",1954-07-06,350.52,350.52,350.52,350.52,NA
"1691",1954-07-07,349.86,349.86,349.86,349.86,NA
"1692",1954-07-08,345.38,345.38,345.38,345.38,NA
"1693",1954-07-09,345.75,345.75,345.75,345.75,NA
"1694",1954-07-10,345.53,345.53,345.53,345.53,NA
"1695",1954-07-12,344.34,344.34,344.34,344.34,NA
"1696",1954-07-13,343.6,343.6,343.6,343.6,NA
"1697",1954-07-14,340.35,340.35,340.35,340.35,NA
"1698",1954-07-15,340.61,340.61,340.61,340.61,NA
"1699",1954-07-16,340.22,340.22,340.22,340.22,NA
"1700",1954-07-17,341.47,341.47,341.47,341.47,NA
"1701",1954-07-19,341.7,341.7,341.7,341.7,NA
"1702",1954-07-20,340.51,340.51,340.51,340.51,NA
"1703",1954-07-21,337.03,337.03,337.03,337.03,NA
"1704",1954-07-22,334.02,334.02,334.02,334.02,NA
"1705",1954-07-23,332.29,332.29,332.29,332.29,NA
"1706",1954-07-24,331.22,331.22,331.22,331.22,NA
"1707",1954-07-26,331.03,331.03,331.03,331.03,NA
"1708",1954-07-27,331.85,331.85,331.85,331.85,NA
"1709",1954-07-28,329.47,329.47,329.47,329.47,NA
"1710",1954-07-29,330.17,330.17,330.17,330.17,NA
"1711",1954-07-30,329.22,329.22,329.22,329.22,NA
"1712",1954-07-31,331.93,331.93,331.93,331.93,NA
"1713",1954-08-02,330.81,330.81,330.81,330.81,NA
"1714",1954-08-03,332.35,332.35,332.35,332.35,NA
"1715",1954-08-04,331.56,331.56,331.56,331.56,NA
"1716",1954-08-05,330.83,330.83,330.83,330.83,NA
"1717",1954-08-06,329.93,329.93,329.93,329.93,NA
"1718",1954-08-07,329.51,329.51,329.51,329.51,NA
"1719",1954-08-09,329.44,329.44,329.44,329.44,NA
"1720",1954-08-10,334.67,334.67,334.67,334.67,NA
"1721",1954-08-11,337.61,337.61,337.61,337.61,NA
"1722",1954-08-12,340.09,340.09,340.09,340.09,NA
"1723",1954-08-13,341.12,341.12,341.12,341.12,NA
"1724",1954-08-14,343.47,343.47,343.47,343.47,NA
"1725",1954-08-16,343.39,343.39,343.39,343.39,NA
"1726",1954-08-17,341.98,341.98,341.98,341.98,NA
"1727",1954-08-18,342.26,342.26,342.26,342.26,NA
"1728",1954-08-19,347.39,347.39,347.39,347.39,NA
"1729",1954-08-20,347.25,347.25,347.25,347.25,NA
"1730",1954-08-21,346.14,346.14,346.14,346.14,NA
"1731",1954-08-23,345.3,345.3,345.3,345.3,NA
"1732",1954-08-24,345.53,345.53,345.53,345.53,NA
"1733",1954-08-25,342.28,342.28,342.28,342.28,NA
"1734",1954-08-26,339.6,339.6,339.6,339.6,NA
"1735",1954-08-27,340.85,340.85,340.85,340.85,NA
"1736",1954-08-28,342.86,342.86,342.86,342.86,NA
"1737",1954-08-30,339.92,339.92,339.92,339.92,NA
"1738",1954-08-31,345.02,345.02,345.02,345.02,NA
"1739",1954-09-01,351.27,351.27,351.27,351.27,NA
"1740",1954-09-02,352.73,352.73,352.73,352.73,NA
"1741",1954-09-03,352.08,352.08,352.08,352.08,NA
"1742",1954-09-04,353.36,353.36,353.36,353.36,NA
"1743",1954-09-06,352.62,352.62,352.62,352.62,NA
"1744",1954-09-07,350.03,350.03,350.03,350.03,NA
"1745",1954-09-08,350.29,350.29,350.29,350.29,NA
"1746",1954-09-09,351.11,351.11,351.11,351.11,NA
"1747",1954-09-10,350.99,350.99,350.99,350.99,NA
"1748",1954-09-11,350.08,350.08,350.08,350.08,NA
"1749",1954-09-13,347.4,347.4,347.4,347.4,NA
"1750",1954-09-14,350.19,350.19,350.19,350.19,NA
"1751",1954-09-15,354.35,354.35,354.35,354.35,NA
"1752",1954-09-16,358.67,358.67,358.67,358.67,NA
"1753",1954-09-17,355.72,355.72,355.72,355.72,NA
"1754",1954-09-18,358.58,358.58,358.58,358.58,NA
"1755",1954-09-20,358.7,358.7,358.7,358.7,NA
"1756",1954-09-21,357.63,357.63,357.63,357.63,NA
"1757",1954-09-22,356.7,356.7,356.7,356.7,NA
"1758",1954-09-24,354.91,354.91,354.91,354.91,NA
"1759",1954-09-25,354.17,354.17,354.17,354.17,NA
"1760",1954-09-27,347.92,347.92,347.92,347.92,NA
"1761",1954-09-28,348.21,348.21,348.21,348.21,NA
"1762",1954-09-29,349.91,349.91,349.91,349.91,NA
"1763",1954-09-30,351.33,351.33,351.33,351.33,NA
"1764",1954-10-01,350.74,350.74,350.74,350.74,NA
"1765",1954-10-02,351.79,351.79,351.79,351.79,NA
"1766",1954-10-04,350.85,350.85,350.85,350.85,NA
"1767",1954-10-05,348.68,348.68,348.68,348.68,NA
"1768",1954-10-06,346.23,346.23,346.23,346.23,NA
"1769",1954-10-07,347.61,347.61,347.61,347.61,NA
"1770",1954-10-08,346.91,346.91,346.91,346.91,NA
"1771",1954-10-09,347.51,347.51,347.51,347.51,NA
"1772",1954-10-11,348.09,348.09,348.09,348.09,NA
"1773",1954-10-12,344.03,344.03,344.03,344.03,NA
"1774",1954-10-13,341.78,341.78,341.78,341.78,NA
"1775",1954-10-14,342.74,342.74,342.74,342.74,NA
"1776",1954-10-15,340.55,340.55,340.55,340.55,NA
"1777",1954-10-16,339.62,339.62,339.62,339.62,NA
"1778",1954-10-18,337.8,337.8,337.8,337.8,NA
"1779",1954-10-19,335.31,335.31,335.31,335.31,NA
